{'.id': '*1', 'type': 'A', 'data': '202.148.6.185', 'name': 'kurnia.id', 'ttl': '1d', 'static': True, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*3', 'type': 'A', 'data': '202.148.6.185', 'name': 'www.kurnia.id', 'ttl': '1d', 'static': True, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC793', 'type': 'A', 'data': '139.162.212.131', 'name': 'gamesone.xyz', 'ttl': '7m46s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC79E', 'type': 'NS', 'data': 'd.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC79F', 'type': 'NS', 'data': 'h.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A0', 'type': 'NS', 'data': 'c.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A1', 'type': 'NS', 'data': 'e.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A2', 'type': 'NS', 'data': 'm.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A3', 'type': 'NS', 'data': 'k.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A4', 'type': 'NS', 'data': 'i.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A5', 'type': 'NS', 'data': 'a.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
{'.id': '*EC7A6', 'type': 'NS', 'data': 'l.root-servers.net', 'name': '', 'ttl': '14m59s', 'static': False, 'timestamp': '2023-11-21 10:05:09 WIB'}
